categories,name,rating,review_count,location,coordinates,city
['Latin American'],La Joya Restaurant,4.5,34,"{'address1': '3699 Davie Road Extension', 'address2': '', 'address3': None, 'city': 'Hollywood', 'zip_code': '33024', 'country': 'US', 'state': 'FL', 'display_address': ['3699 Davie Road Extension', 'Hollywood, FL 33024']}","{'latitude': 26.0410910544711, 'longitude': -80.2345554283252}",Miami
"['Vietnamese', 'Sandwiches', 'Coffee & Tea']",T-Yummi,4.5,34,"{'address1': '1413B SW 107th Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33174', 'country': 'US', 'state': 'FL', 'display_address': ['1413B SW 107th Ave', 'Miami, FL 33174']}","{'latitude': 25.7562494, 'longitude': -80.3665994}",Miami
['Japanese'],Uchi,4.5,425,"{'address1': '252 NW 25th St', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['252 NW 25th St', 'Miami, FL 33127']}","{'latitude': 25.800531, 'longitude': -80.200013}",Miami
"['Food Trucks', 'Burgers', 'Chicken Wings']",Adam's Filling Station on Wheels,4.5,15,"{'address1': '', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33161', 'country': 'US', 'state': 'FL', 'display_address': ['Miami, FL 33161']}","{'latitude': 25.88852, 'longitude': -80.17295}",Miami
"['Poke', 'Ramen']",Poke Ramen Asian Soul Kitchen,4.5,525,"{'address1': '1908 S University Dr', 'address2': None, 'address3': '', 'city': 'Davie', 'zip_code': '33324', 'country': 'US', 'state': 'FL', 'display_address': ['1908 S University Dr', 'Davie, FL 33324']}","{'latitude': 26.095854, 'longitude': -80.249352}",Miami
"['Pizza', 'Italian']",Casa Roma Pizza al Taglio,4.5,15,"{'address1': '3034 NW 7th Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['3034 NW 7th Ave', 'Miami, FL 33127']}","{'latitude': 25.80559, 'longitude': -80.20769}",Miami
"['Pizza', 'Food Trucks']",Pizza Italia Miami,4.5,15,"{'address1': '15450SW 136th St', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33196', 'country': 'US', 'state': 'FL', 'display_address': ['15450SW 136th St', 'Miami, FL 33196']}","{'latitude': 25.639885319147986, 'longitude': -80.44508103142591}",Miami
"['Gelato', 'Gluten-Free', 'Ice Cream & Frozen Yogurt']",Don Luccas Gelateria,4.5,26,"{'address1': '15620 SW 72nd St', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33193', 'country': 'US', 'state': 'FL', 'display_address': ['15620 SW 72nd St', 'Miami, FL 33193']}","{'latitude': 25.6981453, 'longitude': -80.4456015}",Miami
"['Indian', 'Vegetarian', 'Middle Eastern']",Urban Rrasoi - Cutler Bay,4.5,78,"{'address1': '20218 Old Cutler Rd', 'address2': None, 'address3': '', 'city': 'Cutler Bay', 'zip_code': '33189', 'country': 'US', 'state': 'FL', 'display_address': ['20218 Old Cutler Rd', 'Cutler Bay, FL 33189']}","{'latitude': 25.5788981, 'longitude': -80.3337372}",Miami
"['Creperies', 'Gluten-Free']",Stephanie's Crepes,4.5,204,"{'address1': '2423 Galiano St', 'address2': None, 'address3': '', 'city': 'Coral Gables', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['2423 Galiano St', 'Coral Gables, FL 33134']}","{'latitude': 25.749047, 'longitude': -80.256533}",Miami
"['Middle Eastern', 'Arabic', 'Mediterranean']",Faraon,4.5,122,"{'address1': '7369 NW 36th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33166', 'country': 'US', 'state': 'FL', 'display_address': ['7369 NW 36th St', 'Miami, FL 33166']}","{'latitude': 25.81036, 'longitude': -80.31597}",Miami
"['Middle Eastern', 'Mediterranean', 'Sandwiches']",Motek Cafe,4.5,59,"{'address1': '45 Miracle Mile', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['45 Miracle Mile', 'Miami, FL 33134']}","{'latitude': 25.75006090457327, 'longitude': -80.2558081319749}",Miami
"['Italian', 'Salad', 'Southern']",Pompei Osteria Napoletana - Numero 28,4.5,11,"{'address1': '432 Española Way', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['432 Española Way', 'Miami Beach, FL 33139']}","{'latitude': 25.7867617, 'longitude': -80.1325526}",Miami
['Indonesian'],Krakatoa Indonesian Cuisine,4.5,256,"{'address1': '1910 Hollywood Blvd', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['1910 Hollywood Blvd', 'Hollywood, FL 33020']}","{'latitude': 26.01114, 'longitude': -80.14549}",Miami
['Indian'],Bombay Corner,4.5,75,"{'address1': '1806 SW 22nd Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33145', 'country': 'US', 'state': 'FL', 'display_address': ['1806 SW 22nd Ave', 'Miami, FL 33145']}","{'latitude': 25.75478, 'longitude': -80.23053}",Miami
"['Vegan', 'Vegetarian', 'Juice Bars & Smoothies']",Vegan Cuban Cuisine,4.5,231,"{'address1': '9640 SW 72nd St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33173', 'country': 'US', 'state': 'FL', 'display_address': ['9640 SW 72nd St', 'Miami, FL 33173']}","{'latitude': 25.7007975, 'longitude': -80.34918567}",Miami
"['Cuban', 'Sandwiches']",El Mago De Las Fritas,4.5,408,"{'address1': '5828 SW 8th St', 'address2': '', 'address3': '', 'city': 'West Miami', 'zip_code': '33144', 'country': 'US', 'state': 'FL', 'display_address': ['5828 SW 8th St', 'West Miami, FL 33144']}","{'latitude': 25.763315, 'longitude': -80.290834}",Miami
"['Salad', 'Acai Bowls']",Flyfuel Food,4.5,28,"{'address1': '154 NE 29th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['154 NE 29th St', 'Miami, FL 33137']}","{'latitude': 25.804017933405124, 'longitude': -80.19210968650702}",Miami
['Mexican'],Los Molcajetes Restaurant,4.5,21,"{'address1': '27879 S Dixie Hwy', 'address2': None, 'address3': None, 'city': 'Homestead', 'zip_code': '33032', 'country': 'US', 'state': 'FL', 'display_address': ['27879 S Dixie Hwy', 'Homestead, FL 33032']}","{'latitude': 25.50757, 'longitude': -80.43773}",Miami
"['Tacos', 'Tex-Mex']",Tequila Mexican Grill,4.5,14,"{'address1': '319 NE 167th St', 'address2': None, 'address3': '', 'city': 'North Miami Beach', 'zip_code': '33162', 'country': 'US', 'state': 'FL', 'display_address': ['319 NE 167th St', 'North Miami Beach, FL 33162']}","{'latitude': 25.92891480422261, 'longitude': -80.19381620519137}",Miami
"['Ice Cream & Frozen Yogurt', 'Sushi Bars', 'Poke']",DIY Ice Cream Roll & Poke Bowl,4.5,203,"{'address1': '13027 SW 112th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33186', 'country': 'US', 'state': 'FL', 'display_address': ['13027 SW 112th St', 'Miami, FL 33186']}","{'latitude': 25.664729, 'longitude': -80.407346}",Miami
"['Beer, Wine & Spirits', 'Cocktail Bars', 'Tapas Bars']",Azul Spirits & Wines,4.5,7,"{'address1': '1414 20th St', 'address2': None, 'address3': None, 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1414 20th St', 'Miami Beach, FL 33139']}","{'latitude': 25.7954865, 'longitude': -80.1441435}",Miami
"['Sushi Bars', 'Thai', 'Japanese']",365 Thai & Sushi,4.5,14,"{'address1': '9945 Pines Blvd', 'address2': '', 'address3': None, 'city': 'Pembroke Pines', 'zip_code': '33024', 'country': 'US', 'state': 'FL', 'display_address': ['9945 Pines Blvd', 'Pembroke Pines, FL 33024']}","{'latitude': 26.009528, 'longitude': -80.277034}",Miami
['American (New)'],Fresh Kitchen Miami Midtown,4.5,14,"{'address1': '3201 N Miami Ave', 'address2': 'Ste 103', 'address3': '', 'city': 'Miami', 'zip_code': '33127', 'country': 'US', 'state': 'FL', 'display_address': ['3201 N Miami Ave', 'Ste 103', 'Miami, FL 33127']}","{'latitude': 25.80790159479649, 'longitude': -80.19403368338816}",Miami
"['Fast Food', 'Delis', 'Sandwiches']",Jersey Mike's Subs,4.5,14,"{'address1': '9001 SW 107th Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33176', 'country': 'US', 'state': 'FL', 'display_address': ['9001 SW 107th Ave', 'Miami, FL 33176']}","{'latitude': 25.68473433, 'longitude': -80.36515483}",Miami
"['Russian', 'Cafes']",Sunny Terrace,4.5,14,"{'address1': '18100 Collins Ave', 'address2': None, 'address3': '', 'city': 'Sunny Isles Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['18100 Collins Ave', 'Sunny Isles Beach, FL 33160']}","{'latitude': 25.943716, 'longitude': -80.122278}",Miami
"['Dim Sum', 'Asian Fusion', 'Bars']",Minty Z,4.5,418,"{'address1': '3206 Grand Ave', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33133', 'country': 'US', 'state': 'FL', 'display_address': ['3206 Grand Ave', 'Miami, FL 33133']}","{'latitude': 25.727774106033845, 'longitude': -80.2454521}",Miami
"['Cuban', 'Sandwiches', 'Breakfast & Brunch']",Señor Pan Cafe,4.5,52,"{'address1': '10071 W Flagler St', 'address2': 'Ste 110', 'address3': '', 'city': 'Miami', 'zip_code': '33174', 'country': 'US', 'state': 'FL', 'display_address': ['10071 W Flagler St', 'Ste 110', 'Miami, FL 33174']}","{'latitude': 25.769305, 'longitude': -80.35859}",Miami
"['Portuguese', 'Seafood', 'Wine Bars']",Caravela Portuguese Restaurant Miami,4.5,90,"{'address1': '7761 NW 107th Ave', 'address2': 'Ste 2-11', 'address3': '', 'city': 'Doral', 'zip_code': '33178', 'country': 'US', 'state': 'FL', 'display_address': ['7761 NW 107th Ave', 'Ste 2-11', 'Doral, FL 33178']}","{'latitude': 25.8447996, 'longitude': -80.370235}",Miami
"['Indian', 'Vegetarian', 'Middle Eastern']",Urban Rrasoi - Kendall,4.5,276,"{'address1': '13720 SW 88th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33186', 'country': 'US', 'state': 'FL', 'display_address': ['13720 SW 88th St', 'Miami, FL 33186']}","{'latitude': 25.684313, 'longitude': -80.417949}",Miami
"['Vegan', 'Vegetarian', 'Juice Bars & Smoothies']",Treelion,4.5,158,"{'address1': '5705 Hallandale Beach Blvd', 'address2': '', 'address3': '', 'city': 'West Park', 'zip_code': '33023', 'country': 'US', 'state': 'FL', 'display_address': ['5705 Hallandale Beach Blvd', 'West Park, FL 33023']}","{'latitude': 25.9850037283528, 'longitude': -80.2004903554916}",Miami
"['Cuban', 'Coffee & Tea']",Little Cuban Cafe Restaurant,4.5,541,"{'address1': '3433 Griffin Rd', 'address2': '', 'address3': None, 'city': 'Fort Lauderdale', 'zip_code': '33312', 'country': 'US', 'state': 'FL', 'display_address': ['3433 Griffin Rd', 'Fort Lauderdale, FL 33312']}","{'latitude': 26.062868, 'longitude': -80.189896}",Miami
['Pizza'],Simplygood Pizza,4.5,17,"{'address1': '723 N Lincoln Ln', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['723 N Lincoln Ln', 'Miami Beach, FL 33139']}","{'latitude': 25.791286625513628, 'longitude': -80.13613528932419}",Miami
"['Lebanese', 'Mediterranean']",Delights of Beirut,4.5,60,"{'address1': '7400 SW 57th Ave', 'address2': 'Ste 4', 'address3': '', 'city': 'South Miami', 'zip_code': '33143', 'country': 'US', 'state': 'FL', 'display_address': ['7400 SW 57th Ave', 'Ste 4', 'South Miami, FL 33143']}","{'latitude': 25.7023561, 'longitude': -80.28570560000001}",Miami
['Pizza'],La Pizza Nostra,4.5,10,"{'address1': '10793 Biscayne Blvd', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33161', 'country': 'US', 'state': 'FL', 'display_address': ['10793 Biscayne Blvd', 'Miami, FL 33161']}","{'latitude': 25.874487, 'longitude': -80.170281}",Miami
['Sandwiches'],Express Subs & Pasta,4.5,30,"{'address1': '10000 SW 56th St', 'address2': 'Ste 16', 'address3': '', 'city': 'Miami', 'zip_code': '33165', 'country': 'US', 'state': 'FL', 'display_address': ['10000 SW 56th St', 'Ste 16', 'Miami, FL 33165']}","{'latitude': 25.715346, 'longitude': -80.35737}",Miami
"['Cocktail Bars', 'Italian']",Jaguar Sun,4.5,251,"{'address1': '230 NE 4th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33132', 'country': 'US', 'state': 'FL', 'display_address': ['230 NE 4th St', 'Miami, FL 33132']}","{'latitude': 25.77786, 'longitude': -80.18962}",Miami
"['Cafes', 'Venezuelan', 'Breakfast & Brunch']",Arepa Pueblo,4.5,151,"{'address1': '9940 NW 6th Ct', 'address2': '', 'address3': None, 'city': 'Pembroke Pines', 'zip_code': '33024', 'country': 'US', 'state': 'FL', 'display_address': ['9940 NW 6th Ct', 'Pembroke Pines, FL 33024']}","{'latitude': 26.014264, 'longitude': -80.278498}",Miami
"['Peruvian', 'Gastropubs', 'Beer Bar']",Ceviches By Divino,4.5,406,"{'address1': '2895A Collins Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33140', 'country': 'US', 'state': 'FL', 'display_address': ['2895A Collins Ave', 'Miami Beach, FL 33140']}","{'latitude': 25.80458412, 'longitude': -80.12505006}",Miami
"['Ice Cream & Frozen Yogurt', 'Delis', 'Caterers']",PURO - Ice Cream Factory,4.5,49,"{'address1': '2772 Davie Blvd', 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33312', 'country': 'US', 'state': 'FL', 'display_address': ['2772 Davie Blvd', 'Fort Lauderdale, FL 33312']}","{'latitude': 26.1061596, 'longitude': -80.1791293}",Miami
"['Desserts', 'Coffee & Tea', 'Brazilian']",Brigadeiros Boutique,4.5,26,"{'address1': '6702 Main St', 'address2': None, 'address3': '', 'city': 'Miami Lakes', 'zip_code': '33014', 'country': 'US', 'state': 'FL', 'display_address': ['6702 Main St', 'Miami Lakes, FL 33014']}","{'latitude': 25.91304167, 'longitude': -80.309935}",Miami
"['Latin American', 'Cuban']",Tropicana Food By The Pound,4.5,26,"{'address1': '8323 W Flagler St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33144', 'country': 'US', 'state': 'FL', 'display_address': ['8323 W Flagler St', 'Miami, FL 33144']}","{'latitude': 25.7698949, 'longitude': -80.3302767}",Miami
"['Cuban', 'Breakfast & Brunch', 'Mexican']",El Metro,4.5,13,"{'address1': '5355 NW 72nd Ave', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33166', 'country': 'US', 'state': 'FL', 'display_address': ['5355 NW 72nd Ave', 'Miami, FL 33166']}","{'latitude': 25.82251695902687, 'longitude': -80.31338096062878}",Miami
"['Greek', 'Delis']",My Little Greek Deli,4.5,407,"{'address1': '195 Westward Dr', 'address2': '', 'address3': '', 'city': 'Miami Springs', 'zip_code': '33166', 'country': 'US', 'state': 'FL', 'display_address': ['195 Westward Dr', 'Miami Springs, FL 33166']}","{'latitude': 25.8213, 'longitude': -80.28417}",Miami
"['Hot Dogs', 'American (Traditional)', 'Popcorn Shops']",Sweet Dogs,4.5,744,"{'address1': '4749 SW 8th St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33134', 'country': 'US', 'state': 'FL', 'display_address': ['4749 SW 8th St', 'Miami, FL 33134']}","{'latitude': 25.76435, 'longitude': -80.27265}",Miami
"['Soup', 'Asian Fusion', 'Sandwiches']",Kuffo,4.5,125,"{'address1': '14433 Country Walk Dr', 'address2': None, 'address3': None, 'city': 'Miami', 'zip_code': '33186', 'country': 'US', 'state': 'FL', 'display_address': ['14433 Country Walk Dr', 'Miami, FL 33186']}","{'latitude': 25.630116, 'longitude': -80.426847}",Miami
"['Salad', 'Juice Bars & Smoothies', 'Wraps']",Diced,4.5,32,"{'address1': '2917 Biscayne Blvd', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33137', 'country': 'US', 'state': 'FL', 'display_address': ['2917 Biscayne Blvd', 'Miami, FL 33137']}","{'latitude': 25.80457, 'longitude': -80.18917}",Miami
"['Pizza', 'Cocktail Bars', 'Italian']",Petralunga,4.5,208,"{'address1': '7601 E Treasure Dr', 'address2': 'Ste Cu21', 'address3': None, 'city': 'Miami', 'zip_code': '33141', 'country': 'US', 'state': 'FL', 'display_address': ['7601 E Treasure Dr', 'Ste Cu21', 'Miami, FL 33141']}","{'latitude': 25.847663, 'longitude': -80.145859}",Miami
['Cuban'],Kuba Kitchen,4.5,32,"{'address1': '3640 NW 7th St', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33125', 'country': 'US', 'state': 'FL', 'display_address': ['3640 NW 7th St', 'Miami, FL 33125']}","{'latitude': 25.77876, 'longitude': -80.25461}",Miami
"['Peruvian', 'Sandwiches', 'Burgers']",Mr & Mrs Bun,4.5,1742,"{'address1': '15572 SW 72nd St', 'address2': '', 'address3': '', 'city': 'Miami', 'zip_code': '33193', 'country': 'US', 'state': 'FL', 'display_address': ['15572 SW 72nd St', 'Miami, FL 33193']}","{'latitude': 25.698155, 'longitude': -80.445112}",Miami
['Vegan'],Vegan Tierra,4.5,36,"{'address1': '8755 Stirling Rd', 'address2': '', 'address3': None, 'city': 'Cooper City', 'zip_code': '33328', 'country': 'US', 'state': 'FL', 'display_address': ['8755 Stirling Rd', 'Cooper City, FL 33328']}","{'latitude': 26.0453049, 'longitude': -80.2614233}",Miami
"['Vegan', 'Juice Bars & Smoothies', 'Burgers']",The Krazy Vegan,4.5,100,"{'address1': '645 Hallandale Beach Blvd', 'address2': 'Ste 111', 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['645 Hallandale Beach Blvd', 'Ste 111', 'Hallandale Beach, FL 33009']}","{'latitude': 25.984745802361324, 'longitude': -80.15598999624176}",Miami
"['Grocery', 'Indian', 'Imported Food']",Flavors of India,4.5,31,"{'address1': '2088 N University Dr', 'address2': '', 'address3': '', 'city': 'Pembroke Pines', 'zip_code': '33024', 'country': 'US', 'state': 'FL', 'display_address': ['2088 N University Dr', 'Pembroke Pines, FL 33024']}","{'latitude': 26.0273533, 'longitude': -80.2490768}",Miami
['American (New)'],Bolay,4.5,83,"{'address1': '801 Brickell Ave', 'address2': 'Ste 140', 'address3': '', 'city': 'Miami', 'zip_code': '33131', 'country': 'US', 'state': 'FL', 'display_address': ['801 Brickell Ave', 'Ste 140', 'Miami, FL 33131']}","{'latitude': 25.76569709, 'longitude': -80.19022239}",Miami
"['Bubble Tea', 'Chinese', 'Asian Fusion']",Imperial Tea,4.5,49,"{'address1': '3301 Coral Way', 'address2': 'Ste 105A', 'address3': '', 'city': 'Miami', 'zip_code': '33145', 'country': 'US', 'state': 'FL', 'display_address': ['3301 Coral Way', 'Ste 105A', 'Miami, FL 33145']}","{'latitude': 25.75044, 'longitude': -80.24905}",Miami
"['Cafeteria', 'Gelato']",Tasta Gelato & Cafeteria,4.5,208,"{'address1': '2033 Hollywood Blvd', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33020', 'country': 'US', 'state': 'FL', 'display_address': ['2033 Hollywood Blvd', 'Hollywood, FL 33020']}","{'latitude': 26.0116513962687, 'longitude': -80.1483988495943}",Miami
"['Cuban', 'Peruvian']",YUCA 105,4.5,367,"{'address1': '1555 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1555 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.788886110001567, 'longitude': -80.13164347933696}",Miami
['Peruvian'],Ceviche Avenue,4.5,55,"{'address1': '101 NE 3rd St', 'address2': '', 'address3': None, 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['101 NE 3rd St', 'Hallandale Beach, FL 33009']}","{'latitude': 25.98935, 'longitude': -80.14779}",Miami
"['Juice Bars & Smoothies', 'Acai Bowls', 'Salad']",Raw Juce,4.5,180,"{'address1': '19911 Biscayne Blvd', 'address2': '', 'address3': '', 'city': 'Aventura', 'zip_code': '33180', 'country': 'US', 'state': 'FL', 'display_address': ['19911 Biscayne Blvd', 'Aventura, FL 33180']}","{'latitude': 25.9605900022608, 'longitude': -80.1456530502383}",Miami
"['Pizza', 'Italian']",La Piazzetta,4.5,131,"{'address1': '701 N Federal Hwy', 'address2': 'Suite 112', 'address3': '', 'city': 'Hallandale Beach', 'zip_code': '33009', 'country': 'US', 'state': 'FL', 'display_address': ['701 N Federal Hwy', 'Suite 112', 'Hallandale Beach, FL 33009']}","{'latitude': 25.99323363799461, 'longitude': -80.14290199999999}",Miami
"['Mediterranean', 'Turkish', 'Middle Eastern']",Safron Mediterranean Grill,4.5,862,"{'address1': '1049 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1049 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.7815217, 'longitude': -80.1324456}",Miami
['Lebanese'],One Lebanese,4.5,143,"{'address1': '1396 SW 160th Ave', 'address2': None, 'address3': '', 'city': 'Fort Lauderdale', 'zip_code': '33326', 'country': 'US', 'state': 'FL', 'display_address': ['1396 SW 160th Ave', 'Fort Lauderdale, FL 33326']}","{'latitude': 26.10258, 'longitude': -80.36246}",Miami
"['Sports Bars', 'Salad', 'American (Traditional)']",Sports Grill Doral,4.5,91,"{'address1': '5241 NW 87th Ave', 'address2': 'Ste D107', 'address3': None, 'city': 'Doral', 'zip_code': '33178', 'country': 'US', 'state': 'FL', 'display_address': ['5241 NW 87th Ave', 'Ste D107', 'Doral, FL 33178']}","{'latitude': 25.819213, 'longitude': -80.337162}",Miami
"['Italian', 'Pizza']",Limoncello Miami,4.5,227,"{'address1': '1334 Washington Ave', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1334 Washington Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.78487, 'longitude': -80.13234}",Miami
['Spanish'],Fritanga Los Nicas,4.5,24,"{'address1': '11364 Quail Roost Dr', 'address2': None, 'address3': '', 'city': 'Miami', 'zip_code': '33157', 'country': 'US', 'state': 'FL', 'display_address': ['11364 Quail Roost Dr', 'Miami, FL 33157']}","{'latitude': 25.592584093248163, 'longitude': -80.37709902596903}",Miami
"['Sushi Bars', 'Japanese']",OMAKAI sushi,4.5,18,"{'address1': '18831 Biscayne Blvd', 'address2': '', 'address3': None, 'city': 'Miami', 'zip_code': '33180', 'country': 'US', 'state': 'FL', 'display_address': ['18831 Biscayne Blvd', 'Miami, FL 33180']}","{'latitude': 25.950147, 'longitude': -80.144909}",Miami
"['Steakhouses', 'Venezuelan', 'Seafood']",Ganadero Prime Grill,4.5,6,"{'address1': '8240 NW 74st', 'address2': None, 'address3': '', 'city': 'Medley', 'zip_code': '33166', 'country': 'US', 'state': 'FL', 'display_address': ['8240 NW 74st', 'Medley, FL 33166']}","{'latitude': 25.840397212360585, 'longitude': -80.33247588723479}",Miami
"['Chinese', 'Seafood', 'Vegetarian']",Magic Grill,4.5,12,"{'address1': '7795 W Flagler St Ste 68', 'address2': 'Ste 67 & 68', 'address3': None, 'city': 'Miami', 'zip_code': '33144', 'country': 'US', 'state': 'FL', 'display_address': ['7795 W Flagler St Ste 68', 'Ste 67 & 68', 'Miami, FL 33144']}","{'latitude': 25.77376, 'longitude': -80.32272}",Miami
"['Korean', 'Fast Food']",Korndog - Hialeah,4.5,6,"{'address1': '1675 W 49th St Suite', 'address2': None, 'address3': '', 'city': 'Hialeah', 'zip_code': '33012', 'country': 'US', 'state': 'FL', 'display_address': ['1675 W 49th St Suite', 'Hialeah, FL 33012']}","{'latitude': 25.868305, 'longitude': -80.318148}",Miami
"['Pizza', 'Gelato', 'Italian']",Oliva Pizza & Gelato,4.5,12,"{'address1': '18288 Collins Ave', 'address2': 'Ste 3', 'address3': '', 'city': 'Sunny Isles Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['18288 Collins Ave', 'Ste 3', 'Sunny Isles Beach, FL 33160']}","{'latitude': 25.94558, 'longitude': -80.12114}",Miami
['American (New)'],Ocean View on Nine,4.5,6,"{'address1': '17700 Collins Avenue', 'address2': None, 'address3': None, 'city': 'Sunny Isles Beach', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['17700 Collins Avenue', 'Sunny Isles Beach, FL 33160']}","{'latitude': 25.93986, 'longitude': -80.12204}",Miami
"['Gelato', 'Coffee & Tea', 'Pizza']",Stefano Versace Gelato Pizza Cafe,4.5,6,"{'address1': '18288 Collins Ave', 'address2': 'Ste 3', 'address3': None, 'city': 'Sunny Isles', 'zip_code': '33160', 'country': 'US', 'state': 'FL', 'display_address': ['18288 Collins Ave', 'Ste 3', 'Sunny Isles, FL 33160']}","{'latitude': 25.945341, 'longitude': -80.121756}",Miami
['Pizza'],Papa  Pizza Cubana ,4.5,9,"{'address1': '4625 NW 199th St', 'address2': None, 'address3': '', 'city': 'Miami Gardens', 'zip_code': '33055', 'country': 'US', 'state': 'FL', 'display_address': ['4625 NW 199th St', 'Miami Gardens, FL 33055']}","{'latitude': 25.954993, 'longitude': -80.277481}",Miami
"['Food Trucks', 'Venezuelan', 'Barbeque']",Paparrilla Food Truck,4.5,9,"{'address1': '1800 N State Rd 7', 'address2': None, 'address3': '', 'city': 'Hollywood', 'zip_code': '33021', 'country': 'US', 'state': 'FL', 'display_address': ['1800 N State Rd 7', 'Hollywood, FL 33021']}","{'latitude': 26.02592043743892, 'longitude': -80.20871071305794}",Miami
"['Peruvian', 'Japanese', 'Seafood']",INTIMO,4.5,497,"{'address1': '840 1st St', 'address2': None, 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['840 1st St', 'Miami Beach, FL 33139']}","{'latitude': 25.769746122668106, 'longitude': -80.13681372103376}",Miami
"['Chicken Wings', 'Pizza', 'Italian']",Little Mike’s,4.5,38,"{'address1': '9843 Pines Blvd', 'address2': '', 'address3': None, 'city': 'Pembroke Pines', 'zip_code': '33024', 'country': 'US', 'state': 'FL', 'display_address': ['9843 Pines Blvd', 'Pembroke Pines, FL 33024']}","{'latitude': 26.009366, 'longitude': -80.275763}",Miami
"['Caribbean', 'Halal', 'American (Traditional)']",Uncle Bill's Cafe,4.5,64,"{'address1': '9610 Pines Blvd', 'address2': None, 'address3': None, 'city': 'Pembroke Pines', 'zip_code': '33024', 'country': 'US', 'state': 'FL', 'display_address': ['9610 Pines Blvd', 'Pembroke Pines, FL 33024']}","{'latitude': 26.00745, 'longitude': -80.27437}",Miami
"['Italian', 'Seafood']",Osteria Del Teatro,4.5,731,"{'address1': '1200 Collins Ave', 'address2': '', 'address3': '', 'city': 'Miami Beach', 'zip_code': '33139', 'country': 'US', 'state': 'FL', 'display_address': ['1200 Collins Ave', 'Miami Beach, FL 33139']}","{'latitude': 25.78301, 'longitude': -80.131499}",Miami
